Node Number,Node Type,Node Name,Intent,Entity Type,Entity,NLU Disabled?,Next Nodes,Message,Rich Asset Type,Rich Asset Content,Answer Required?,Behaviors,Command,Description,Output,Node Input,Parameter Input,Decision Variable,What Next?,Node Tags,Skill Tag,Variable,Platform Flag,Flows,CSS Classname
1601,A,FormatPhone - Format new phone #,,,,,,,,,,,FormatPhone,"Takes a string of 10 digits, or 11 digits starting with ""1"", and formats it as XXX-XXX-XXXX / 1-XXX-XXX-XXXX.",success,,"{""input_var"":""PHONE_STRIPPED"",""output_var"":""PHONE_FORMATTED""}",success,true~165|false~99990|error~99990,,,"PHONE_STRIPPED, PHONE_FORMATTED",,,
161,D,Edit phone number,,,,1,162,Please provide the **phone number** below:,,,1,,,,,,,,,,,PHONE,,,
162,A,ValidatePhoneAndReturnStripped,,,,,,,,,,,ValidatePhoneAndReturnStripped,"Validate that the input phone number is either 10 digits, or 11 with 1 being the first digit (i.e. proper format for U.S. phone numbers). Also returns a new variable that represents the phone number stripped of all special characters.",valid,,"{""original_phone_number"":""PHONE"",""stripped_phone_number"":""PHONE_STRIPPED""}",valid,true~163|false~1621|error~99990,,,"PHONE,PHONE_STRIPPED",,,
1621,D,Phone validation failed,,,,,,It looks like you didn't enter a valid **phone number**. Would you like to try again?,button,"<<far fa-undo>> Try again~161|
<<far fa-arrow-alt-circle-left>> Go back~146",1,disable_input,,,,,,,,,,,,,
163,A,FormatPhone - Format new phone #,,,,,,,,,,,FormatPhone,"Takes a string of 10 digits, or 11 digits starting with ""1"", and formats it as XXX-XXX-XXXX / 1-XXX-XXX-XXXX.",success,,"{""input_var"":""PHONE_STRIPPED"",""output_var"":""PHONE_FORMATTED""}",success,true~164|false~99990|error~99990,,,"PHONE_STRIPPED, PHONE_FORMATTED",,,
164,D,Confirm Re-entered Phone Number,,,,,,The contact number has been updated to **{PHONE_FORMATTED}**.,button,"<<far fa-arrow-alt-circle-right>> Continue~165|
<<far fa-edit>> Edit phone number~161",1,disable_input,,,,,,,,,,,,,
165,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~18|false~170|error~99990,,,EDIT_MODE,,,
166,A,AWSPhoneValidate,,,,,,,,,,,AWSPhoneValidate,"Validates any phone number (could be international), and returns key details. Note that this action node requires the boto3 Python package (https://pypi.org/project/boto3/) to be installed for the customer container, and requires these fields to be defined in the app.py config:
- AWS_ACCESS_KEY_ID
- AWS_SECRET_ACCESS_KEY
- REGION

Fields returned:
- cleansed phone -- the E.164 format, e.g. +19144008578
- country -- the country where the phone number was registered
- phone type -- could be MOBILE, LANDLINE, VOIP, INVALID, PREPAID, or OTHER.

The action node conveniently could route differently based on whether the number is mobile (e.g. to use for text messaging), any other valid type, or invalid.

API documentation: https://docs.aws.amazon.com/pinpoint/latest/apireference/phone-number-validate.html#phone-number-validatepost",phone_type,,"{
  ""input_phone"": ""PHONE_FORMATTED"",
  ""output_cleansed_phone"": ""CLEANSED_PHONE"",
  ""output_country"": ""AWSPHONECOUNTRY"",
  ""output_phone_type"": ""PHONE_TYPE""
}",phone_type,mobile~17|other~17|invalid~1661,,,"PHONE_FORMATTED,CLEANSED_PHONE,AWSPHONECOUNTRY,PHONE_TYPE",,,
1661,D,Phone # Invalid,,,,,,This phone number looks like it might be **invalid**. Would you like to continue?,button,"<<far fa-arrow-alt-circle-right>> Yes, continue~170|
<<far fa-undo>> Enter a different number~161",1,disable_input,,,,,,,,,,,,,
170,A,VarCheck - Email,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EMAIL""}",valid,true~18|false~17|error~99990,,,EMAIL,,,
17,D,Email,,,,1,171,What **email** should we send the claim confirmation to?,,,1,,,,,,,,,,,EMAIL,,,
171,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""EMAIL""}",valid,true~172|false~1711|error~99990,,,EMAIL,,,
1711,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,"<<far fa-undo>> Try again~17|
<<far fa-times>> I don't have an email address~1712",1,disable_input,,,,,,,,,,,,,
1712,A,AssignVar - EMAIL (User has no email address),,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""EMAIL"": ""N/A""
  }
}",success,true~172|error~99990,,,EMAIL,,,
172,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~18|false~173|error~18,,,EDIT_MODE,,,
173,A,VarCheck - Filer Type,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""AGENT_FULLNAME""}",valid,true~1731|false~18|error~99990,,,AGENT_FULLNAME,,,
1731,D,Do you know the email address of the insured?,,,,,,"Finally, do you know the **email address** of the insured person you're filing the claim on behalf of?",button,"<<far fa-check>> Yes, I do~1732|
<<far fa-times>> No, I don't have their email~18",1,disable_input,,,,,,,,,,,,,
1732,D,Insured Email Collection,,,,1,1733,Please enter the **insured person's email address** now.,,,1,,,,,,,,,,,INSURED_EMAIL,,,
1733,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""INSURED_EMAIL""}",valid,true~18|false~1734|error~99990,,,INSURED_EMAIL,,,
1734,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,"<<far fa-undo>> Try again~1732|
<<far fa-times>> No, I don't have their email~18",1,disable_input,,,,,,,,,,,,,
175,A,Clean Names,,,,,,,,,,,CleanNames,,success,,,success,true~20|error~99990,,,"FIRSTNAME,LASTNAME,AGENT_FIRSTNAME,AGENT_LASTNAME",,,
18,A,VariableReset - EDIT_MODE,,,,,,,,,,,VariableReset,,success,,,success,true~181|error~99990,,,EDIT_MODE,,,
181,A,IncidentClaimSummary,,,,,,,,,,,IncidentClaimSummary,,success,,,success,true~182|error~99990,,,"FIRSTNAME,LASTNAME,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,USER_DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,INCIDENT_SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,LOSS_SUMMARY",,,
182,D,Incident Info Summary (NON QTM1),,,,,,"Can you please verify the information below is correct?

{INCIDENT_SUMMARY_STRING}",button,"<<far fa-check>> Yes, file my claim~2|
<<far fa-times>> I need to make an edit~1820",1,disable_input,,,,,,,,,,,,,
1820,D,EDIT HOME - NON-QTM1,,,,,,,button,"<<far fa-map-marked>> Theft address~198|
<<far fa-house-damage>> Building damage~196|
<<far fa-file-alt>> Loss summary~1991",1,disable_input,,,,,,,,,,,,,
19,A,VarCheck - AGENT_FULLNAME,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""AGENT_FULLNAME""}",valid,true~190|false~1900|error~99990,,,AGENT_FULLNAME,,,
190,A,VarCheck - INSURED_EMAIL,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""INSURED_EMAIL""}",valid,true~1911|false~191|error~99990,,,INSURED_EMAIL,,,
1900,D,Summary Info Edit - No point of contact,,,,,,What information would you like to **edit**?,button,"<<far fa-arrow-alt-circle-left>> Go back~181|
<<far fa-user>> Policyholder's name~194|
<<far fa-calendar>> Theft date~195|
<<far fa-map>> Policy address~197|
<<far fa-map-marked>> Theft address~198|
<<far fa-house-damage>> Building damage~196|
<<far fa-file-alt>> Loss summary~1991|
<<far fa-phone>> Contact number~192|
<<far fa-at>> Email~193",1,disable_input,,,,,,,,,,,,,
191,D,Summary Info Edit - Point of contact exists and no insured email,,,,,,What information would you like to **edit**?,button,"<<far fa-arrow-alt-circle-left>> Go back~181|
<<far fa-user-headset>> Agent's name~199|
<<far fa-user>> Policyholder's name~194|
<<far fa-calendar>> Theft date~195|
<<far fa-map>> Policy address~197|
<<far fa-map-marked>> Theft address~198|
<<far fa-house-damage>> Building damage~196|
<<far fa-file-alt>> Loss summary~1991|
<<far fa-phone>> Contact number~192|
<<far fa-at>> Email~193",1,disable_input,,,,,,,,,,,,,
1911,D,Summary Info Edit - Point of contact and insured email exists,,,,,,What information would you like to **edit**?,button,"<<far fa-arrow-alt-circle-left>> Go back~181|
<<far fa-user-headset>> Agent's name~199|
<<far fa-user>> Policyholder's name~194|
<<far fa-calendar>> Theft date~195|
<<far fa-map>> Policy address~197|
<<far fa-map-marked>> Theft address~198|
<<far fa-house-damage>> Building damage~196|
<<far fa-file-alt>> Loss summary~1991|
<<far fa-phone>> Contact number~192|
<<far fa-at>> Email~193|
<<far fa-envelope>> Insured's email~1992",1,disable_input,,,,,,,,,,,,,
192,A,AssignVariable - EDIT_MODE | PHONE_NUMBER,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~161|error~99990,,,EDIT_MODE,,,
193,A,AssignVariable - EDIT_MODE | EMAIL,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~17|error~99990,,,EDIT_MODE,,,
194,A,AssignVariable - EDIT_MODE | NAME,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1331|error~99990,,,EDIT_MODE,,,
195,A,AssignVariable - EDIT_MODE | DOL,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1951|error~99990,,,EDIT_MODE,,,
1951,A,VarCheck - DOL vs. USER_DOL,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""USER_DOL""}",valid,true~22|false~134|error~99990,,,USER_DOL,,,
196,A,AssignVariable - EDIT_MODE | BUILDINGDAMAGE,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1551|error~99990,,,EDIT_MODE,,,
197,A,AssignVariable - EDIT_MODE | POLICY_ADDRESS,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1163|error~99990,,,EDIT_MODE,,,
198,A,AssignVariable - EDIT_MODE | THEFT_ADDRESS,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~143|error~99990,,,EDIT_MODE,,,
199,A,AssignVariable - EDIT_MODE | AGENT_FULLNAME,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~122|error~99990,,,EDIT_MODE,,,
1991,A,AssignVariable - EDIT_MODE | LOSS_SUMMARY,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1561|error~99990,,,EDIT_MODE,,,
1992,A,AssignVariable - EDIT_MODE | INSURED_EMAIL,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~1732|error~99990,,,EDIT_MODE,,,
2,A,GenerateAccessToken,,,,,,,,,,,GenerateAccessToken,OAuth2,success,,,success,true~175|false~99990|error~99990,,,"ACCESS_TOKEN,GENERATE_ACCESS_TOKEN_CORRELATION_ID",,,
211,D,TESTING - Display Names (Orphaned),,,,,,"PYPESTREAM TESTING

Global Var Names Are:

FIRSTNAME: {FIRSTNAME}
LASTNAME: {LASTNAME}
AGENT_FIRSTNAME: {AGENT_FIRSTNAME}
AGENT_LASTNAME: {AGENT_LASTNAME}
Is Training: {IS_TRAINING_BOOLEAN}",button,Go to Clean Names~175,1,disable_input,,,,,,,,,,,,,
212,D,TESTING - Display Names (Orphaned),,,,,,"PYPESTREAM TESTING

Global Var Names Are:

FIRSTNAME: {FIRSTNAME}
LASTNAME: {LASTNAME}
AGENT_FIRSTNAME: {AGENT_FIRSTNAME}
AGENT_LASTNAME: {AGENT_LASTNAME}
Is Training: {IS_TRAINING_BOOLEAN}",button,Create Claim~20,1,disable_input,,,,,,,,,,,,,
20,A,CreateClaim ✓,,,,,,,,,,,CreateClaim,"Input --> All the variables we collected

Output --> Claims number

Additional notes are commented out in the action node",success,,,success,true~200|false~201|retry_claim~202|error~99990,,,"ACCESS_TOKEN,CHATID,FIRSTNAME,LASTNAME,AGENT_FULLNAME,OTHER_FILER,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_NUMBER,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,USER_DOL,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,CLAIM_NUMBER,POLICY_NUMBER,CREATE_CLAIM_CORRELATION_ID,LOSS_SUMMARY,CREATE_CLAIM_ERROR_MESSAGE,LASTURL,IS_TRAINING_BOOLEAN,REQUEST_BODY,CREATE_CLAIM_SUCCESS",,,
200,A,VarCheck - HIDDEN_FLOW,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""HIDDEN_FLOW""}",valid,true~21|false~2000|error~99990,,,"HIDDEN_FLOW,LASTURL",,,
2000,A,"PostToBQTable → claim_submitted

✓",,,,,,,,,,,PostToBQTable,"Posts to BQ Table if a claim has been submitted. Once a claim has been submitted, the user cannot use the same link to file another claim.",success,,"{
  ""event"": ""claim_submitted""
}",success,true~2001|error~2001,,,"POLICY_NUMBER,PHONE_NUMBER,SESSION_ID,LASTURL,USER_PLATFORM,ORIGINATOR,CLAIM_FILER",,,
2001,A,"PostToBQTableClaimNumber

✓",,,,,,,,,,,PostToBQTableClaimNumber,,success,,,success,true~21|error~21,,,"POLICY_NUMBER,PHONE_NUMBER,SESSION_ID,LASTURL,USER_PLATFORM,CLAIM_NUMBER,IS_TRAINING_BOOLEAN,ORIGINATOR,CLAIM_FILER",,,
201,A,SlackLoggerClaimCreation,,,,,,,,,,,SlackLoggerClaimCreation,,success,,,success,true~99990|error~99990,,,"CHATID,CREATE_CLAIM_ERROR_MESSAGE",,,
202,D,CreateClaimPhase Error Message → 502 or 504 response,,,,,,"Sorry, I encountered an issue while trying to file your claim. Please try again.",button,<<far fa-check>> File my claim~203,1,disable_input,,,,,,,,,,,,,
203,A,CreateClaim → User is trying 2nd time (Retry),,,,,,,,,,,CreateClaim,"True --> Claim has been created and all is good

retry_claim --> This means that there was a 502 or 504 response. In this case, we want to ask the user to try again. If they still hit the 502 or 504 we'll take them to the standard error message node (see #99990)",success,,,success,true~200|false~201|retry_claim~99990|error~201,,,"ACCESS_TOKEN,CHATID,FIRSTNAME,LASTNAME,AGENT_FULLNAME,OTHER_FILER,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_NUMBER,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,USER_DOL,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,CLAIM_NUMBER,POLICY_NUMBER,CREATE_CLAIM_CORRELATION_ID,LOSS_SUMMARY,CREATE_CLAIM_ERROR_MESSAGE,LASTURL,IS_TRAINING_BOOLEAN,REQUEST_BODY,CREATE_CLAIM_SUCCESS",,,
21,D,Claim - Creation + Auto Assign,,,,,210,"Thank you, I have successfully filed your claim as **{CLAIM_NUMBER}**.

One of our claims professionals will reach out to you shortly with next steps.",,,,,,,,,,,,,,,,,
210,A,VariableReset - LOSS_SUMMARY,,,,,,,,,,,VariableReset,,success,,,success,true~21000|error~99990,,,LOSS_SUMMARY,,,
21000,A,AssignVar - SurveyQual,,,,,,,,,,,AssignVariable,,success,,"{
    ""set"": {
            ""SURVEY_QUAL"": ""Y""
    }
}",success,true~2100|error~99990,,,SURVEY_QUAL,,,
2100,A,"PostEventToBQ - Phase 2 End (No Phase 3)

✓",,,,,,,,,,,PostEventToBQ,Phase 2 End,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Phase 2 End"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~666|hidden_flow~666|error~99990,,,SESSION_ID,,,
2101,A,MultiVarCheck - QUANTUM_POLICY& INSURED,,,,,,,,,,,MultiVarCheck,,valid,,"{""global_vars"": [""QUANTUM_POLICY"",""INSURED ""]}",valid,all~4|some~666|none~666|error~99990,,,"QUANTUM_POLICY,INSURED",,,
22,D,Custom future-only datepicker (single date),,,,1,221,,webview,Please select a date~https://preview.pypestream.com/cx/travelers_datepicker_4/index.html?env={ENVIRONMENT}&picker=datepicker&minDate={FIRST_DAY_TWO_YEARS_AGO}&maxDate={CURRENT_DATE},1,,,,,,,,,,,,,,
221,A,GetEventsDate,,,,,,,,,,,GetEventsDate,"Action node to retrieve JS events specificially for the custom datepicker hosted here: https://preview.pypestream.com/cx/gf_datepicker/index.html

Input:
- {""type"":""single""} for single-date version of the datepicker webview
- {""type"":""range""} for range version of the datepicker webview",success,,"{""type"":""single""}",success,true~2211|false~2211|error~99990,,,"DOL_DISPLAY,DOL",,,
2211,A,ValidateDate - DOL,,,,,,,,,,,ValidateDate,"'- Validates the date format
- Optionally checks if the date is the past / future / not past / not future /present / not present.
- Optionally outputs to a specified date format

Required input:
- global_var_name: name of input global variable will be validated.

Optional input:
- output_format: use it if we want to change date format
- timezone: use timezone if we want to check today in a specified timezone, list of timezone names: https://gist.github.com/heyalexej/8bf688fd67d7199be4a1682b3eec7568
- compare_with_today: one of these values: past, future, present, not_past, not_future, not_present
- compare_with_date: supports: before_date, after_date, not_before_date, not_after_date, not_date. We can use one / all of them at once.

Output:
- success = true --> valid date format with corresponding to compare_with_today value if available.
- success = false --> invalid date format
- success = not_past_false, future_false,... correspond to compare_with_today (not_past, future,...) value if availble.
- success = compare_with_date_false if the compare with dates false
- success = error --> catch all exception error",valid,,"{
  ""global_var_name"": ""DOL"",
  ""compare_with_today"": ""not_future"",
  ""output_format"": ""%m-%d-%Y"",
  ""output_reformatted_date"": ""DOL""
}",valid,true~223|false~222|not_future_false~222|error~99990,,,"DOL,USER_DOL",,,
222,D,ValidateDate - False (Date in future),,,,,,"I'm sorry, it looks like you may have chosen a date in the **future**. Please let us know when the items were stolen.",button,<<fal fa-calendar>> Select date~22,1,disable_input,,,,,,,,,,,,,
223,D,Confirm date,,,,,,You selected **{USER_DOL}**. Is this date correct?,button,"<<far fa-check>> Yes, continue~224|
<<fal fa-edit>> Edit incident date~22",1,disable_input,,,,,,,,,,,,,
224,A,PolicySnapshot - EDIT_MODE,,,,,,,,,,,PolicySnapshot,,success,,,success,true~2252|policy_not_found~225|false~225|error~225,,,"CHATID,POLICY_NUMBER,POLICY_DEDUCTIBLE,DOL,POLICY_TOKEN,POLICY_SNAPSHOT_CORRELATION_ID,POLICY_PERIOD_START_DATE,POLICY_PERIOD_END_DATE,POLICY_ADDRESS,POLICYADDR1,POLICYADDRCITY,POLICYADDRPOSTAL,POLICYADDRSTATE,DWELLING_LIMIT,OTHER_STRUCTURE_LIMIT,PERSONAL_PROPERTY_LIMIT,LOSS_OF_USE_LIMIT,POLICY_SNAPSHOT_ERROR_CORRELATION_ID,QUANTUM_POLICY,POLICY_SUMMARY_STRING,PRODUCER_CODE,REPLACEMENT_COST_ENDORSEMENT_PRESENT,PRODUCER_CODE,POLICY_LIMIT",,,
225,A,SlackLoggerPolicy - EDIT_MODE,,,,,,,,,,,SlackLoggerPolicy,Action node that will send proactive error notifications to a Slack channel if PolicySnapshot action node breaks,success,,,success,true~2250|error~99990,,,"CHATID,POLICY_SNAPSHOT_ERROR_CORRELATION_ID",,,
2250,A,VarCheck - OUTSIDE_POLICY,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""OUTSIDE_POLICY""}",valid,true~18|false~2251|error~2251,,,OUTSIDE_POLICY,,,
2251,A,AssignVariable - OUTSIDE_POLICY,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""OUTSIDE_POLICY"": ""true""
  }
}",success,true~226|error~99990,,,OUTSIDE_POLICY,,,
2252,A,VariableReset - OUTSIDE_POLICY,,,,,,,,,,,VariableReset,,success,,,success,true~2253|error~99990,,,OUTSIDE_POLICY,,,
2253,A,VarCheck - COVERAGE_DISPLAYED,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""COVERAGE_DISPLAYED""}",valid,true~18|false~2254|error~2254,,,COVERAGE_DISPLAYED,,,
2254,A,AssignVariable - COVERAGE_DISPLAYED,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""COVERAGE_DISPLAYED"": ""true""
  }
}",success,true~227|error~99990,,,COVERAGE_DISPLAYED,,,
226,D,PolicySnapshot - Policy info no longer applies,,,,,,*Please note that the previously displayed coverage information may no longer apply due to the newly selected theft date.*,button,"<<far fa-check>> Continue~2261|
<<far fa-ban>> No, end chat~2260",1,disable_input,,,,,,,,,,,,,
2260,A,"PostEventToBQ → Forced Out (Policy info no longer applies)

✓",,,,,,,,,,,PostEventToBQ,User was notified the policy coverage info no longer applies (due to the DOL). Now they wanna leave :( - Lucas (9/20/23 @ 8:28pm),success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Forced Out"",
        ""forced_out_reason"": ""Policy Info no longer applies"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~666|error~99990,,,SESSION_ID,,,
2261,A,VariableReset - COVERAGE_DISPLAYED,,,,,,,,,,,VariableReset,,success,,,success,true~18|error~99990,,,COVERAGE_DISPLAYED,,,
227,D,Coverage Snapshot,,,,,228,Here's a coverage snapshot for **{POLICY_ADDRESS}**:,,,,,,,,,,,,,,,,,
228,D,Coverage Snapshot - Part 2,,,,,2281,{POLICY_SUMMARY_STRING},,,,,,,,,,,,,,,,,
2281,D,Legal disclaimer webview,,,,,229,,webview,~https://s3.us-west-2.amazonaws.com/preview.pypestream.com/cx/LegalDisclaimerV4.html?height=120,,inline,,,,,,,,,,,,,
229,D,Coverage Snapshot - Part 3,,,,,,Would you like to proceed with **filing a claim**?,button,"<<far fa-file-plus>> Yes, continue~18|
<<far fa-ban>> No, end chat~2291",1,disable_input,,,,,,,,,,,,,
2291,A,"PostEventToBQ → Forced Out (Updated Policy Info Decline)

✓",,,,,,,,,,,PostEventToBQ,User was notified the policy coverage info no longer applies (due to the DOL). Now they wanna leave :( - Lucas (9/20/23 @ 8:28pm),success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Forced Out"",
        ""forced_out_reason"": ""Updated Policy Info Decline"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~666|error~99990,,,SESSION_ID,,,
4,A,"PostEventToBQ - phase_3_start

✓",,,,,,,,,,,PostEventToBQ,Phase 3 Start,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Phase 3 Start"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~40|error~99990,,,SESSION_ID,,,
40,D,Phase 3 Start → Ask Police Report,,,,,,Did you file a **police report**?,button,"<<far fa-check>> Yes~41|
<<far fa-ban>> No~410",1,disable_input,,,,,,,,,,,,,
41,A,AssignVariable - Yes Police Report,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""POLICE_REPORT"": ""Yes""
  }
}",success,true~411|error~99990,,,POLICE_REPORT,,,
410,A,AssignVariable - No Police Report,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
        ""set"": {
                ""POLICE_REPORT"": ""No"",
                ""CASE_NUMBER"": ""N/A"",
                ""POLICE_DEPARTMENT"": ""N/A""
        }
}",success,true~4101|error~99990,,,"POLICE_REPORT,CASE_NUMBER,POLICE_DEPARTMENT",,,
